"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:04,0896744","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0898999","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0900014","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include76","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include76"
"16:53:04,0900462","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0902524","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0903509","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include77","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include77"
"16:53:04,0903969","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0905992","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0906953","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include78","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include78"
"16:53:04,0907405","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0909251","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0910043","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include79","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include79"
"16:53:04,0910406","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0912015","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0912796","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include80","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include80"
"16:53:04,0913143","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0914748","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0915513","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include81","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include81"
"16:53:04,0915857","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0917432","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0918182","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include82","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include82"
"16:53:04,0918521","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0920090","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0920838","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include83","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include83"
"16:53:04,0921178","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0922751","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0923500","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include84","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include84"
"16:53:04,0923838","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0925403","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0926147","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include85","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include85"
"16:53:04,0926483","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0928044","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0928800","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include86","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include86"
"16:53:04,0929136","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0930702","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0931444","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include87","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include87"
"16:53:04,0931782","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0933344","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0934083","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include88","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include88"
"16:53:04,0934418","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0935981","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0936720","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include89","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include89"
"16:53:04,0937056","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0938626","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0939365","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include90","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include90"
"16:53:04,0939699","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0941342","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0942299","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include91","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include91"
"16:53:04,0942649","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0944275","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0945031","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include92","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include92"
"16:53:04,0945373","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0946952","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0947696","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include93","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include93"
"16:53:04,0948034","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0949601","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0950346","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include94","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include94"
"16:53:04,0950684","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0952242","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0952979","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include95","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include95"
"16:53:04,0953314","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0954871","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0955611","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include96","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include96"
"16:53:04,0955946","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0957498","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0958236","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include97","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include97"
"16:53:04,0958572","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0960126","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0960877","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include98","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include98"
"16:53:04,0961213","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0962762","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0963507","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include99","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include99"
"16:53:04,0963844","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0965399","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0966134","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include100","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include100"
"16:53:04,0966470","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0968026","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0968772","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include101","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include101"
"16:53:04,0969108","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0970662","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0971398","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include102","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include102"
"16:53:04,0971733","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0973495","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0974497","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include103","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include103"
"16:53:04,0974881","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0976459","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0977206","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include104","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include104"
"16:53:04,0977545","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0979107","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0979844","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include105","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include105"
"16:53:04,0980180","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0981729","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0982465","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include106","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include106"
"16:53:04,0982801","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0984353","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0985085","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include107","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include107"
"16:53:04,0985420","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0986970","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0987702","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include108","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include108"
"16:53:04,0988038","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0989892","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0990700","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include109","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include109"
"16:53:04,0991076","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0992729","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0993541","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include110","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include110"
"16:53:04,0993892","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0995496","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0996262","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include111","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include111"
"16:53:04,0996608","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,0998190","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,0998946","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include112","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include112"
"16:53:04,0999287","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1000857","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1001600","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include113","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include113"
"16:53:04,1001940","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1003502","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1004245","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include114","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include114"
"16:53:04,1004582","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1006147","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1006892","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include115","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include115"
"16:53:04,1007324","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1008935","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1009675","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include116","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include116"
"16:53:04,1010014","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1011583","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1012326","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include117","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include117"
"16:53:04,1012663","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1014218","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1014960","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include118","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include118"
"16:53:04,1015296","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1016880","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1017625","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include119","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include119"
"16:53:04,1017962","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1019529","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1020273","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include120","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include120"
"16:53:04,1020611","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1022166","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1022906","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include121","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include121"
"16:53:04,1023242","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1024800","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:04,1025535","cc1.exe","16908","QueryDirectory","D:\CreateProcess-gcc-issue\Include122","NO SUCH FILE","FileInformationClass: FileBothDirectoryInformation, Filter: Include122"
"16:53:04,1025871","cc1.exe","16908","CloseFile","D:\CreateProcess-gcc-issue","SUCCESS",""
"16:53:04,1027426","cc1.exe","16908","CreateFile","D:\CreateProcess-gcc-issue","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
